Nombre;Provincia;Plato Típico
Valbuena de Pisuerga;Palencia;Menestra palentina
Marcilla de Campos;Palencia;Menestra palentina
Abarca de Campos;Palencia;Menestra palentina
Torremormojón;Palencia;Menestra palentina
Villamuera de la Cueza;Palencia;Menestra palentina
Arconada;Palencia;Menestra palentina
Nogal de las Huertas;Palencia;Menestra palentina
Berzosilla;Palencia;Menestra palentina
Olea de Boedo;Palencia;Menestra palentina
Polentinos;Palencia;Menestra palentina
Amayuelas de Arriba;Palencia;Menestra palentina
Villabasta de Valdavia;Palencia;Menestra palentina
Baquerín de Campos;Palencia;Menestra palentina
Belmonte de Campos;Palencia;Menestra palentina
Tabanera de Valdavia;Palencia;Menestra palentina
Pozo de Urama;Palencia;Menestra palentina
San Cristóbal de Boedo;Palencia;Menestra palentina
Requena de Campos;Palencia;Menestra palentina
Villodre;Palencia;Menestra palentina
Boada de Campos;Palencia;Menestra palentina
Villarmentero de Campos;Palencia;Menestra palentina
Palmas de Gran Canaria, Las;Palmas, Las;Sancocho
Telde;Palmas, Las;Sancocho
Santa Lucía de Tirajana;Palmas, Las;Sancocho
Arrecife;Palmas, Las;Sancocho
San Bartolomé de Tirajana;Palmas, Las;Sancocho
Puerto del Rosario;Palmas, Las;Sancocho
Arucas;Palmas, Las;Sancocho
Agüimes;Palmas, Las;Sancocho
Ingenio;Palmas, Las;Sancocho
Oliva, La;Palmas, Las;Sancocho
Gáldar;Palmas, Las;Sancocho
Teguise;Palmas, Las;Sancocho
Pájara;Palmas, Las;Sancocho
Tías;Palmas, Las;Sancocho
Mogán;Palmas, Las;Sancocho
San Bartolomé;Palmas, Las;Sancocho
Santa Brígida;Palmas, Las;Sancocho
Yaiza;Palmas, Las;Sancocho
Tuineje;Palmas, Las;Sancocho
Santa María de Guía de Gran Canaria;Palmas, Las;Sancocho
Teror;Palmas, Las;Sancocho
Antigua;Palmas, Las;Sancocho
Valsequillo de Gran Canaria;Palmas, Las;Sancocho
Moya;Palmas, Las;Sancocho
Vega de San Mateo;Palmas, Las;Sancocho
Aldea de San Nicolás, La;Palmas, Las;Sancocho
Firgas;Palmas, Las;Sancocho
Tinajo;Palmas, Las;Sancocho
Agaete;Palmas, Las;Sancocho
Haría;Palmas, Las;Sancocho
Valleseco;Palmas, Las;Sancocho
Tejeda;Palmas, Las;Sancocho
Artenara;Palmas, Las;Sancocho
Betancuria;Palmas, Las;Sancocho
Vigo;Pontevedra;Polvo á feira con cachelos
Pontevedra;Pontevedra;Polvo á feira con cachelos
Vilagarcía de Arousa;Pontevedra;Polvo á feira con cachelos
Redondela;Pontevedra;Polvo á feira con cachelos
Cangas;Pontevedra;Polvo á feira con cachelos
Marín;Pontevedra;Polvo á feira con cachelos
Ponteareas;Pontevedra;Polvo á feira con cachelos
Estrada, A;Pontevedra;Polvo á feira con cachelos
Lalín;Pontevedra;Polvo á feira con cachelos
Porriño, O;Pontevedra;Polvo á feira con cachelos
Moaña;Pontevedra;Polvo á feira con cachelos
Nigrán;Pontevedra;Polvo á feira con cachelos
Sanxenxo;Pontevedra;Polvo á feira con cachelos
Poio;Pontevedra;Polvo á feira con cachelos
Tui;Pontevedra;Polvo á feira con cachelos
Mos;Pontevedra;Polvo á feira con cachelos
Gondomar;Pontevedra;Polvo á feira con cachelos
Cambados;Pontevedra;Polvo á feira con cachelos
Tomiño;Pontevedra;Polvo á feira con cachelos
Baiona;Pontevedra;Polvo á feira con cachelos
Bueu;Pontevedra;Polvo á feira con cachelos
Grove, O;Pontevedra;Polvo á feira con cachelos
Vilanova de Arousa;Pontevedra;Polvo á feira con cachelos
Guarda, A;Pontevedra;Polvo á feira con cachelos
Salvaterra de Miño;Pontevedra;Polvo á feira con cachelos
Caldas de Reis;Pontevedra;Polvo á feira con cachelos
Salceda de Caselas;Pontevedra;Polvo á feira con cachelos
Silleda;Pontevedra;Polvo á feira con cachelos
Soutomaior;Pontevedra;Polvo á feira con cachelos
Rosal, O;Pontevedra;Polvo á feira con cachelos
Vilaboa;Pontevedra;Polvo á feira con cachelos
Valga;Pontevedra;Polvo á feira con cachelos
Cerdedo-Cotobade;Pontevedra;Polvo á feira con cachelos
Ponte Caldelas;Pontevedra;Polvo á feira con cachelos
Meaño;Pontevedra;Polvo á feira con cachelos
Vila de Cruces;Pontevedra;Polvo á feira con cachelos
Cañiza, A;Pontevedra;Polvo á feira con cachelos
Ribadumia;Pontevedra;Polvo á feira con cachelos
Illa de Arousa, A;Pontevedra;Polvo á feira con cachelos
Meis;Pontevedra;Polvo á feira con cachelos
Cuntis;Pontevedra;Polvo á feira con cachelos
Mondariz;Pontevedra;Polvo á feira con cachelos
Moraña;Pontevedra;Polvo á feira con cachelos
Neves, As;Pontevedra;Polvo á feira con cachelos
Barro;Pontevedra;Polvo á feira con cachelos
Forcarei;Pontevedra;Polvo á feira con cachelos
Catoira;Pontevedra;Polvo á feira con cachelos
Oia;Pontevedra;Polvo á feira con cachelos
Pontecesures;Pontevedra;Polvo á feira con cachelos
Pazos de Borbén;Pontevedra;Polvo á feira con cachelos
Portas;Pontevedra;Polvo á feira con cachelos
Arbo;Pontevedra;Polvo á feira con cachelos
Lama, A;Pontevedra;Polvo á feira con cachelos
Rodeiro;Pontevedra;Polvo á feira con cachelos
Covelo;Pontevedra;Polvo á feira con cachelos
Agolada;Pontevedra;Polvo á feira con cachelos
Crecente;Pontevedra;Polvo á feira con cachelos
Campo Lameiro;Pontevedra;Polvo á feira con cachelos
Fornelos de Montes;Pontevedra;Polvo á feira con cachelos
Dozón;Pontevedra;Polvo á feira con cachelos
Mondariz-Balneario;Pontevedra;Polvo á feira con cachelos
Logroño;Rioja, La;Alcachofas riojanas
Calahorra;Rioja, La;Alcachofas riojanas
Arnedo;Rioja, La;Alcachofas riojanas
Haro;Rioja, La;Alcachofas riojanas
Lardero;Rioja, La;Alcachofas riojanas
Alfaro;Rioja, La;Alcachofas riojanas
Villamediana de Iregua;Rioja, La;Alcachofas riojanas
Nájera;Rioja, La;Alcachofas riojanas
Santo Domingo de la Calzada;Rioja, La;Alcachofas riojanas
Autol;Rioja, La;Alcachofas riojanas
Pradejón;Rioja, La;Alcachofas riojanas
Rincón de Soto;Rioja, La;Alcachofas riojanas
Albelda de Iregua;Rioja, La;Alcachofas riojanas
Fuenmayor;Rioja, La;Alcachofas riojanas
Navarrete;Rioja, La;Alcachofas riojanas
Aldeanueva de Ebro;Rioja, La;Alcachofas riojanas
Alberite;Rioja, La;Alcachofas riojanas
Cervera del Río Alhama;Rioja, La;Alcachofas riojanas
Cenicero;Rioja, La;Alcachofas riojanas
Quel;Rioja, La;Alcachofas riojanas
Ezcaray;Rioja, La;Alcachofas riojanas
Murillo de Río Leza;Rioja, La;Alcachofas riojanas
Baños de Río Tobía;Rioja, La;Alcachofas riojanas
Entrena;Rioja, La;Alcachofas riojanas
San Asensio;Rioja, La;Alcachofas riojanas
Agoncillo;Rioja, La;Alcachofas riojanas
Casalarreina;Rioja, La;Alcachofas riojanas
Nalda;Rioja, La;Alcachofas riojanas
San Vicente de la Sonsierra;Rioja, La;Alcachofas riojanas
Uruñuela;Rioja, La;Alcachofas riojanas
Ribafrecha;Rioja, La;Alcachofas riojanas
Huércanos;Rioja, La;Alcachofas riojanas
Ausejo;Rioja, La;Alcachofas riojanas
Briones;Rioja, La;Alcachofas riojanas
Alcanadre;Rioja, La;Alcachofas riojanas
Igea;Rioja, La;Alcachofas riojanas
Villar de Arnedo, El;Rioja, La;Alcachofas riojanas
Arrúbal;Rioja, La;Alcachofas riojanas
Alesanco;Rioja, La;Alcachofas riojanas
Anguiano;Rioja, La;Alcachofas riojanas
Cuzcurrita de Río Tirón;Rioja, La;Alcachofas riojanas
Badarán;Rioja, La;Alcachofas riojanas
Aguilar del Río Alhama;Rioja, La;Alcachofas riojanas
Torrecilla en Cameros;Rioja, La;Alcachofas riojanas
Anguciana;Rioja, La;Alcachofas riojanas
Arnedillo;Rioja, La;Alcachofas riojanas
Hormilla;Rioja, La;Alcachofas riojanas
Castañares de Rioja;Rioja, La;Alcachofas riojanas
Viguera;Rioja, La;Alcachofas riojanas
Tricio;Rioja, La;Alcachofas riojanas
Lagunilla del Jubera;Rioja, La;Alcachofas riojanas
Tudelilla;Rioja, La;Alcachofas riojanas
Galilea;Rioja, La;Alcachofas riojanas
Medrano;Rioja, La;Alcachofas riojanas
Herce;Rioja, La;Alcachofas riojanas
Villoslada de Cameros;Rioja, La;Alcachofas riojanas
Sojuela;Rioja, La;Alcachofas riojanas
Cornago;Rioja, La;Alcachofas riojanas
Ocón;Rioja, La;Alcachofas riojanas
Sotés;Rioja, La;Alcachofas riojanas
Ollauri;Rioja, La;Alcachofas riojanas
Santurde de Rioja;Rioja, La;Alcachofas riojanas
Zarratón;Rioja, La;Alcachofas riojanas
Clavijo;Rioja, La;Alcachofas riojanas
Ábalos;Rioja, La;Alcachofas riojanas
Corera;Rioja, La;Alcachofas riojanas
Grañón;Rioja, La;Alcachofas riojanas
Bañares;Rioja, La;Alcachofas riojanas
Arenzana de Abajo;Rioja, La;Alcachofas riojanas
San Millán de la Cogolla;Rioja, La;Alcachofas riojanas
Ortigosa de Cameros;Rioja, La;Alcachofas riojanas
Rodezno;Rioja, La;Alcachofas riojanas
Sorzano;Rioja, La;Alcachofas riojanas
Leiva;Rioja, La;Alcachofas riojanas
Azofra;Rioja, La;Alcachofas riojanas
Préjano;Rioja, La;Alcachofas riojanas
Briñas;Rioja, La;Alcachofas riojanas
Grávalos;Rioja, La;Alcachofas riojanas
Ojacastro;Rioja, La;Alcachofas riojanas
Tirgo;Rioja, La;Alcachofas riojanas
Cihuri;Rioja, La;Alcachofas riojanas
Santa Engracia del Jubera;Rioja, La;Alcachofas riojanas
Enciso;Rioja, La;Alcachofas riojanas
Villalba de Rioja;Rioja, La;Alcachofas riojanas
Ventosa;Rioja, La;Alcachofas riojanas
Villar de Torre;Rioja, La;Alcachofas riojanas
Berceo;Rioja, La;Alcachofas riojanas
Cordovín;Rioja, La;Alcachofas riojanas
Lumbreras;Rioja, La;Alcachofas riojanas
Treviana;Rioja, La;Alcachofas riojanas
Cirueña;Rioja, La;Alcachofas riojanas
Camprovín;Rioja, La;Alcachofas riojanas
Bergasa;Rioja, La;Alcachofas riojanas
Rasillo de Cameros, El;Rioja, La;Alcachofas riojanas
Redal, El;Rioja, La;Alcachofas riojanas
Villarta-Quintana;Rioja, La;Alcachofas riojanas
Cárdenas;Rioja, La;Alcachofas riojanas
Fonzaleche;Rioja, La;Alcachofas riojanas
Hormilleja;Rioja, La;Alcachofas riojanas
Tormantos;Rioja, La;Alcachofas riojanas
San Román de Cameros;Rioja, La;Alcachofas riojanas
Valgañón;Rioja, La;Alcachofas riojanas
Sajazarra;Rioja, La;Alcachofas riojanas
Hervías;Rioja, La;Alcachofas riojanas
Manjarrés;Rioja, La;Alcachofas riojanas
Munilla;Rioja, La;Alcachofas riojanas
Herramélluri;Rioja, La;Alcachofas riojanas
Gimileo;Rioja, La;Alcachofas riojanas
Santa Eulalia Bajera;Rioja, La;Alcachofas riojanas
Santurdejo;Rioja, La;Alcachofas riojanas
Laguna de Cameros;Rioja, La;Alcachofas riojanas
Cañas;Rioja, La;Alcachofas riojanas
Bobadilla;Rioja, La;Alcachofas riojanas
Alesón;Rioja, La;Alcachofas riojanas
Hornos de Moncalvillo;Rioja, La;Alcachofas riojanas
Matute;Rioja, La;Alcachofas riojanas
Santa Coloma;Rioja, La;Alcachofas riojanas
Foncea;Rioja, La;Alcachofas riojanas
Zorraquín;Rioja, La;Alcachofas riojanas
Baños de Rioja;Rioja, La;Alcachofas riojanas
Canales de la Sierra;Rioja, La;Alcachofas riojanas
Nieva de Cameros;Rioja, La;Alcachofas riojanas
Soto en Cameros;Rioja, La;Alcachofas riojanas
Estollo;Rioja, La;Alcachofas riojanas
Nestares;Rioja, La;Alcachofas riojanas
Ochánduri;Rioja, La;Alcachofas riojanas
Viniegra de Abajo;Rioja, La;Alcachofas riojanas
Pradillo;Rioja, La;Alcachofas riojanas
Pedroso;Rioja, La;Alcachofas riojanas
Villanueva de Cameros;Rioja, La;Alcachofas riojanas
Manzanares de Rioja;Rioja, La;Alcachofas riojanas
Ajamil de Cameros;Rioja, La;Alcachofas riojanas
Galbárruli;Rioja, La;Alcachofas riojanas
Muro de Aguas;Rioja, La;Alcachofas riojanas
San Torcuato;Rioja, La;Alcachofas riojanas
Villalobar de Rioja;Rioja, La;Alcachofas riojanas
Mansilla de la Sierra;Rioja, La;Alcachofas riojanas
Ventrosa;Rioja, La;Alcachofas riojanas
Villaverde de Rioja;Rioja, La;Alcachofas riojanas
Castroviejo;Rioja, La;Alcachofas riojanas
Daroca de Rioja;Rioja, La;Alcachofas riojanas
Tobía;Rioja, La;Alcachofas riojanas
Villavelayo;Rioja, La;Alcachofas riojanas
Brieva de Cameros;Rioja, La;Alcachofas riojanas
Leza de Río Leza;Rioja, La;Alcachofas riojanas
Viniegra de Arriba;Rioja, La;Alcachofas riojanas
Corporales;Rioja, La;Alcachofas riojanas
Canillas de Río Tuerto;Rioja, La;Alcachofas riojanas
Bergasillas Bajera;Rioja, La;Alcachofas riojanas
Almarza de Cameros;Rioja, La;Alcachofas riojanas
Muro en Cameros;Rioja, La;Alcachofas riojanas
San Millán de Yécora;Rioja, La;Alcachofas riojanas
Terroba;Rioja, La;Alcachofas riojanas
Rabanera;Rioja, La;Alcachofas riojanas
Torrecilla sobre Alesanco;Rioja, La;Alcachofas riojanas
Pazuengos;Rioja, La;Alcachofas riojanas
Arenzana de Arriba;Rioja, La;Alcachofas riojanas
Robres del Castillo;Rioja, La;Alcachofas riojanas
Villarejo;Rioja, La;Alcachofas riojanas
Cidamón;Rioja, La;Alcachofas riojanas
Pinillos;Rioja, La;Alcachofas riojanas
Bezares;Rioja, La;Alcachofas riojanas
Gallinero de Cameros;Rioja, La;Alcachofas riojanas
Jalón de Cameros;Rioja, La;Alcachofas riojanas
Cabezón de Cameros;Rioja, La;Alcachofas riojanas
Hornillos de Cameros;Rioja, La;Alcachofas riojanas
Ledesma de la Cogolla;Rioja, La;Alcachofas riojanas
Zarzosa;Rioja, La;Alcachofas riojanas
Cellorigo;Rioja, La;Alcachofas riojanas
Navajún;Rioja, La;Alcachofas riojanas
Torre en Cameros;Rioja, La;Alcachofas riojanas
Torremontalbo;Rioja, La;Alcachofas riojanas
Valdemadera;Rioja, La;Alcachofas riojanas
Villarroya;Rioja, La;Alcachofas riojanas
Salamanca;Salamanca;Huevos con farinato
Santa Marta de Tormes;Salamanca;Huevos con farinato
Béjar;Salamanca;Huevos con farinato
Ciudad Rodrigo;Salamanca;Huevos con farinato
Villamayor;Salamanca;Huevos con farinato
Carbajosa de la Sagrada;Salamanca;Huevos con farinato
Villares de la Reina;Salamanca;Huevos con farinato
Peñaranda de Bracamonte;Salamanca;Huevos con farinato
Guijuelo;Salamanca;Huevos con farinato
Alba de Tormes;Salamanca;Huevos con farinato
Cabrerizos;Salamanca;Huevos con farinato
Terradillos;Salamanca;Huevos con farinato
Castellanos de Moriscos;Salamanca;Huevos con farinato
Vitigudino;Salamanca;Huevos con farinato
Doñinos de Salamanca;Salamanca;Huevos con farinato
Aldeatejada;Salamanca;Huevos con farinato
Ledesma;Salamanca;Huevos con farinato
Lumbrales;Salamanca;Huevos con farinato
Villoria;Salamanca;Huevos con farinato
Monterrubio de Armuña;Salamanca;Huevos con farinato
Fuente de San Esteban, La;Salamanca;Huevos con farinato
Aldeadávila de la Ribera;Salamanca;Huevos con farinato
Carrascal de Barregas;Salamanca;Huevos con farinato
Pelabravo;Salamanca;Huevos con farinato
Calvarrasa de Abajo;Salamanca;Huevos con farinato
Fuentes de Oñoro;Salamanca;Huevos con farinato
Alberca, La;Salamanca;Huevos con farinato
San Cristóbal de la Cuesta;Salamanca;Huevos con farinato
Macotera;Salamanca;Huevos con farinato
Cantalapiedra;Salamanca;Huevos con farinato
Linares de Riofrío;Salamanca;Huevos con farinato
Babilafuente;Salamanca;Huevos con farinato
Candelario;Salamanca;Huevos con farinato
Cantalpino;Salamanca;Huevos con farinato
Sancti-Spíritus;Salamanca;Huevos con farinato
Villarino de los Aires;Salamanca;Huevos con farinato
Tamames;Salamanca;Huevos con farinato
Villavieja de Yeltes;Salamanca;Huevos con farinato
Villoruela;Salamanca;Huevos con farinato
Calzada de Valdunciel;Salamanca;Huevos con farinato
Galindo y Perahuy;Salamanca;Huevos con farinato
Fuenteguinaldo;Salamanca;Huevos con farinato
Aldealengua;Salamanca;Huevos con farinato
Arapiles;Salamanca;Huevos con farinato
Hinojosa de Duero;Salamanca;Huevos con farinato
Matilla de los Caños del Río;Salamanca;Huevos con farinato
Encinas de Abajo;Salamanca;Huevos con farinato
Castellanos de Villiquera;Salamanca;Huevos con farinato
Santos, Los;Salamanca;Huevos con farinato
Calvarrasa de Arriba;Salamanca;Huevos con farinato
Sotoserrano;Salamanca;Huevos con farinato
Vellés, La;Salamanca;Huevos con farinato
Topas;Salamanca;Huevos con farinato
Mozárbez;Salamanca;Huevos con farinato
Cespedosa de Tormes;Salamanca;Huevos con farinato
Robleda;Salamanca;Huevos con farinato
Ledrada;Salamanca;Huevos con farinato
Aldearrubia;Salamanca;Huevos con farinato
Lagunilla;Salamanca;Huevos con farinato
Santibáñez de Béjar;Salamanca;Huevos con farinato
Machacón;Salamanca;Huevos con farinato
Barruecopardo;Salamanca;Huevos con farinato
Garcihernández;Salamanca;Huevos con farinato
Gomecello;Salamanca;Huevos con farinato
Cubo de Don Sancho, El;Salamanca;Huevos con farinato
Alaraz;Salamanca;Huevos con farinato
Navasfrías;Salamanca;Huevos con farinato
Miranda de Azán;Salamanca;Huevos con farinato
Moriscos;Salamanca;Huevos con farinato
Vilvestre;Salamanca;Huevos con farinato
Galinduste;Salamanca;Huevos con farinato
Martín de Yeltes;Salamanca;Huevos con farinato
Valdelosa;Salamanca;Huevos con farinato
Cerro, El;Salamanca;Huevos con farinato
Barbadillo;Salamanca;Huevos con farinato
Miranda del Castañar;Salamanca;Huevos con farinato
Paradinas de San Juan;Salamanca;Huevos con farinato
San Felices de los Gallegos;Salamanca;Huevos con farinato
Galisancho;Salamanca;Huevos con farinato
Rollán;Salamanca;Huevos con farinato
Cabrillas;Salamanca;Huevos con farinato
Puerto de Béjar;Salamanca;Huevos con farinato
Buenavista;Salamanca;Huevos con farinato
Arabayona de Mógica;Salamanca;Huevos con farinato
Peñaparda;Salamanca;Huevos con farinato
Pedrosillo de los Aires;Salamanca;Huevos con farinato
Fregeneda, La;Salamanca;Huevos con farinato
Tordillos;Salamanca;Huevos con farinato
Pereña de la Ribera;Salamanca;Huevos con farinato
San Esteban de la Sierra;Salamanca;Huevos con farinato
Payo, El;Salamanca;Huevos con farinato
Valdecarros;Salamanca;Huevos con farinato
Palaciosrubios;Salamanca;Huevos con farinato
San Miguel de Valero;Salamanca;Huevos con farinato
San Morales;Salamanca;Huevos con farinato
Villaseco de los Reyes;Salamanca;Huevos con farinato
Valero;Salamanca;Huevos con farinato
Navales;Salamanca;Huevos con farinato
Cepeda;Salamanca;Huevos con farinato
Santiago de la Puebla;Salamanca;Huevos con farinato
Bañobárez;Salamanca;Huevos con farinato
Tarazona de Guareña;Salamanca;Huevos con farinato
Boada;Salamanca;Huevos con farinato
San Pedro de Rozados;Salamanca;Huevos con farinato
Valverdón;Salamanca;Huevos con farinato
Huerta;Salamanca;Huevos con farinato
Gallegos de Argañán;Salamanca;Huevos con farinato
Veguillas, Las;Salamanca;Huevos con farinato
Cabeza del Caballo;Salamanca;Huevos con farinato
Mogarraz;Salamanca;Huevos con farinato
Villaflores;Salamanca;Huevos con farinato
Villar de Ciervo;Salamanca;Huevos con farinato
Saucelle;Salamanca;Huevos con farinato
Aldehuela de la Bóveda;Salamanca;Huevos con farinato
Masueco;Salamanca;Huevos con farinato
Cipérez;Salamanca;Huevos con farinato
Villasrubias;Salamanca;Huevos con farinato
Bodón, El;Salamanca;Huevos con farinato
Florida de Liébana;Salamanca;Huevos con farinato
Fuenterroble de Salvatierra;Salamanca;Huevos con farinato
Martiago;Salamanca;Huevos con farinato
